agent_id,model,route_chosen,pacing_chosen,total_time_min,energy_consumed,total_cost_usd,total_latency_ms,accuracy_pct,cost_per_correct_usd,on_time
agent-0641,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.56,11.9,0.000572,756.1,100.0,0.000286,True
agent-0642,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.12,11.9,0.001653,823.9,100.0,0.000826,True
agent-0643,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.16,11.9,5.4e-05,633.1,100.0,2.7e-05,True
agent-0644,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.0,11.9,5.1e-05,708.9,100.0,2.5e-05,True
agent-0645,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.05,11.9,0.000537,695.7,100.0,0.000269,True
agent-0646,anthropic/claude-haiku-4-5,Metro Transit Grid Delta,Standard,8.3,14.56,0.000607,744.4,50.0,0.000607,False
agent-0647,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.61,9.52,5.5e-05,671.0,50.0,5.5e-05,True
agent-0648,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.04,11.9,0.000572,700.0,100.0,0.000286,True
agent-0649,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.43,11.9,5.4e-05,627.9,100.0,2.7e-05,True
agent-0650,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.85,11.9,0.000588,671.0,100.0,0.000294,True
agent-0651,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.15,11.9,5.7e-05,655.3,100.0,2.9e-05,True
agent-0652,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.1,11.9,5.6e-05,564.2,100.0,2.8e-05,True
agent-0653,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.81,11.9,0.00192,875.6,100.0,0.00096,True
agent-0654,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.94,11.9,0.001674,779.0,100.0,0.000837,True
agent-0655,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.27,11.9,0.000537,700.9,100.0,0.000268,True
agent-0656,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.43,11.9,0.000516,784.0,100.0,0.000258,True
agent-0657,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.86,9.52,5.1e-05,540.7,50.0,5.1e-05,True
agent-0658,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.51,11.9,0.000581,649.7,100.0,0.000291,True
agent-0659,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.81,11.9,0.00053,770.5,100.0,0.000265,True
agent-0660,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.87,11.9,0.000485,746.6,100.0,0.000242,True
agent-0661,google/gemini-2.0-flash,Mountain Pass Beta,Standard,5.99,11.9,5.3e-05,734.6,100.0,2.7e-05,True
agent-0662,anthropic/claude-haiku-4-5,Expressway Alpha,Standard,6.03,13.2,0.000572,749.2,50.0,0.000572,False
agent-0663,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.58,11.9,5.7e-05,633.7,100.0,2.8e-05,True
agent-0664,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.49,11.9,0.000574,799.0,100.0,0.000287,True
agent-0665,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.07,11.9,4.8e-05,643.4,100.0,2.4e-05,True
agent-0666,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,7.43,14.56,5.7e-05,705.1,50.0,5.7e-05,False
agent-0667,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.22,11.9,0.000542,800.7,100.0,0.000271,True
agent-0668,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.18,11.9,0.001626,751.5,100.0,0.000813,True
agent-0669,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,6.1,14.28,0.000576,765.3,50.0,0.000576,True
agent-0670,google/gemini-2.0-flash,Metro Transit Grid Delta,Conserve,9.02,11.65,5.5e-05,647.1,0.0,5.5e-05,False
agent-0671,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.08,11.9,0.00165,801.5,100.0,0.000825,True
agent-0672,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.88,9.52,5.4e-05,600.5,50.0,5.4e-05,True
agent-0673,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.38,11.9,5e-05,656.8,100.0,2.5e-05,True
agent-0674,google/gemini-2.0-flash,Mountain Pass Beta,Standard,5.92,11.9,5.8e-05,577.2,100.0,2.9e-05,True
agent-0675,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.12,11.9,0.001701,904.1,100.0,0.000851,True
agent-0676,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.11,11.9,0.000614,709.6,100.0,0.000307,True
agent-0677,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.04,11.9,5.2e-05,661.0,100.0,2.6e-05,True
agent-0678,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.57,11.9,5.6e-05,699.2,100.0,2.8e-05,True
agent-0679,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.99,11.9,0.000549,746.6,100.0,0.000275,True
agent-0680,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.24,11.9,5.1e-05,607.8,100.0,2.5e-05,True
agent-0681,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.8,11.9,0.000554,730.9,100.0,0.000277,True
agent-0682,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.45,11.9,5.6e-05,654.3,100.0,2.8e-05,True
agent-0683,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,8.13,9.52,5.6e-05,653.1,50.0,5.6e-05,True
agent-0684,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.43,14.28,5.2e-05,629.0,50.0,5.2e-05,True
agent-0685,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.71,11.9,0.000555,723.6,100.0,0.000277,True
agent-0686,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.18,11.9,0.000488,742.4,100.0,0.000244,True
agent-0687,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.64,11.9,0.000552,777.8,100.0,0.000276,True
agent-0688,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.13,11.9,0.000546,743.4,100.0,0.000273,True
agent-0689,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,5.62,14.28,0.000502,698.8,50.0,0.000502,True
agent-0690,anthropic/claude-haiku-4-5,Expressway Alpha,Standard,6.19,13.2,0.000533,739.9,50.0,0.000533,False
agent-0691,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.03,11.9,5.1e-05,647.0,100.0,2.6e-05,True
agent-0692,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.51,11.9,0.001743,884.1,100.0,0.000871,True
agent-0693,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.35,11.9,0.000589,691.4,100.0,0.000295,True
agent-0694,google/gemini-2.0-flash,Metro Transit Grid Delta,Push,5.87,17.47,5.8e-05,729.0,0.0,5.8e-05,False
agent-0695,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,5.8,14.28,0.000551,613.2,50.0,0.000551,True
agent-0696,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.66,11.9,0.000545,686.8,100.0,0.000273,True
agent-0697,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.38,11.9,0.000577,693.6,100.0,0.000289,True
agent-0698,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.24,11.9,5.2e-05,649.5,100.0,2.6e-05,True
agent-0699,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.22,14.28,5.3e-05,549.3,50.0,5.3e-05,True
agent-0700,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.35,11.9,0.000573,622.4,100.0,0.000286,True
agent-0701,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.61,11.9,0.000498,699.4,100.0,0.000249,True
agent-0702,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.85,11.9,0.000598,707.6,100.0,0.000299,True
agent-0703,anthropic/claude-sonnet-5,Mountain Pass Beta,Push,6.88,14.28,0.001689,760.2,50.0,0.001689,True
agent-0704,google/gemini-2.0-flash,Mountain Pass Beta,Conserve,7.73,9.52,5.9e-05,657.6,50.0,5.9e-05,True
agent-0705,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.12,11.9,0.000566,616.2,100.0,0.000283,True
agent-0706,anthropic/claude-haiku-4-5,Mountain Pass Beta,Conserve,9.51,9.52,0.000498,709.1,50.0,0.000498,True
agent-0707,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.02,11.9,0.000572,792.6,100.0,0.000286,True
agent-0708,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,6.0,14.28,0.000553,685.2,50.0,0.000553,True
agent-0709,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.38,11.9,0.001716,840.1,100.0,0.000858,True
agent-0710,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.63,11.9,5e-05,724.4,100.0,2.5e-05,True
agent-0711,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.84,11.9,0.001659,751.5,100.0,0.000829,True
agent-0712,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.24,11.9,5.3e-05,626.6,100.0,2.7e-05,True
agent-0713,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.16,11.9,0.000472,773.2,100.0,0.000236,True
agent-0714,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.31,11.9,0.001743,865.9,100.0,0.000872,True
agent-0715,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.65,11.9,0.000557,683.5,100.0,0.000278,True
agent-0716,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.4,11.9,5.3e-05,614.6,100.0,2.6e-05,True
agent-0717,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.27,12.0,5.2e-05,608.6,50.0,5.2e-05,False
agent-0718,google/gemini-2.0-flash,Expressway Alpha,Standard,5.15,13.2,5.8e-05,698.9,50.0,5.8e-05,False
agent-0719,anthropic/claude-haiku-4-5,Metro Transit Grid Delta,Standard,8.62,14.56,0.000576,707.3,50.0,0.000576,False
agent-0720,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.49,11.9,0.001596,718.4,100.0,0.000798,True
agent-0721,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.86,11.9,0.000505,784.9,100.0,0.000253,True
agent-0722,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.62,11.9,0.001692,819.7,100.0,0.000846,True
agent-0723,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.49,11.9,0.001728,831.6,100.0,0.000864,True
agent-0724,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.87,11.9,0.00053,756.2,100.0,0.000265,True
agent-0725,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.1,11.9,0.001584,773.6,100.0,0.000792,True
agent-0726,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.45,11.9,0.000541,699.7,100.0,0.000271,True
agent-0727,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.73,11.9,0.000582,683.8,100.0,0.000291,True
agent-0728,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.3,11.9,0.001656,755.5,100.0,0.000828,True
agent-0729,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.16,11.9,0.001731,835.9,100.0,0.000865,True
agent-0730,google/gemini-2.0-flash,Expressway Alpha,Standard,5.36,13.2,4.8e-05,615.8,50.0,4.8e-05,False
agent-0731,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.86,11.9,0.000483,692.4,100.0,0.000242,True
agent-0732,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.41,11.9,5.3e-05,634.5,100.0,2.7e-05,True
agent-0733,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.27,11.9,0.000563,674.6,100.0,0.000282,True
agent-0734,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.09,11.9,5.9e-05,673.7,100.0,3e-05,True
agent-0735,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.29,14.28,4.6e-05,657.5,50.0,4.6e-05,True
agent-0736,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.34,12.0,4.8e-05,595.8,50.0,4.8e-05,False
agent-0737,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.37,11.9,0.001689,708.8,100.0,0.000844,True
agent-0738,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.5,11.9,0.001722,877.0,100.0,0.000861,True
agent-0739,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.62,11.9,5.3e-05,651.8,100.0,2.6e-05,True
agent-0740,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.48,11.9,0.001848,892.9,100.0,0.000924,True
agent-0741,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.07,11.9,0.001701,758.9,100.0,0.00085,True
agent-0742,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.98,11.9,0.000584,746.8,100.0,0.000292,True
agent-0743,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.03,11.9,0.000493,638.2,100.0,0.000246,True
agent-0744,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.95,11.9,0.000522,729.9,100.0,0.000261,True
agent-0745,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,6.28,14.28,0.000599,786.4,50.0,0.000599,True
agent-0746,google/gemini-2.0-flash,Metro Transit Grid Delta,Conserve,9.14,11.65,5.3e-05,591.6,0.0,5.3e-05,False
agent-0747,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,7.34,14.56,4.9e-05,579.1,50.0,4.9e-05,False
agent-0748,google/gemini-2.0-flash,Mountain Pass Beta,Standard,5.95,11.9,5.2e-05,563.3,100.0,2.6e-05,True
agent-0749,anthropic/claude-haiku-4-5,Valley Highway Gamma,Standard,5.98,12.0,0.000527,689.0,50.0,0.000527,False
agent-0750,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.84,11.9,0.000541,756.9,100.0,0.000271,True
agent-0751,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.34,11.9,0.001464,853.4,100.0,0.000732,True
agent-0752,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.03,11.9,0.000529,755.3,100.0,0.000264,True
agent-0753,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.66,11.9,5.2e-05,580.8,100.0,2.6e-05,True
agent-0754,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,5.76,14.28,0.000509,712.5,50.0,0.000509,True
agent-0755,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.25,11.9,0.000642,782.0,100.0,0.000321,True
agent-0756,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.72,11.9,0.001704,779.6,100.0,0.000852,True
agent-0757,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.34,11.9,0.001734,771.0,100.0,0.000867,True
agent-0758,anthropic/claude-haiku-4-5,Metro Transit Grid Delta,Standard,7.89,14.56,0.000633,625.2,50.0,0.000633,False
agent-0759,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.81,11.9,0.001644,812.1,100.0,0.000822,True
agent-0760,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.99,11.9,0.000581,666.0,100.0,0.000291,True
agent-0761,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.54,11.9,0.000564,767.3,100.0,0.000282,True
agent-0762,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.28,11.9,5.5e-05,607.1,100.0,2.8e-05,True
agent-0763,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.07,11.9,0.00057,691.8,100.0,0.000285,True
agent-0764,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.38,11.9,0.000565,705.5,100.0,0.000282,True
agent-0765,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.67,11.9,0.000566,680.4,100.0,0.000283,True
agent-0766,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.74,11.9,0.000592,657.0,100.0,0.000296,True
agent-0767,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.33,11.9,0.001629,753.8,100.0,0.000815,True
agent-0768,google/gemini-2.0-flash,Expressway Alpha,Standard,5.25,13.2,5.3e-05,714.0,50.0,5.3e-05,False
agent-0769,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.32,11.9,5.1e-05,708.6,100.0,2.6e-05,True
agent-0770,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.96,11.9,0.000621,766.6,100.0,0.000311,True
agent-0771,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.42,11.9,4.7e-05,679.5,100.0,2.3e-05,True
agent-0772,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.6,11.9,0.000594,722.2,100.0,0.000297,True
agent-0773,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.4,11.9,0.001647,820.6,100.0,0.000824,True
agent-0774,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.12,11.9,5.2e-05,612.2,100.0,2.6e-05,True
agent-0775,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,7.06,14.56,5.5e-05,564.0,50.0,5.5e-05,False
agent-0776,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.27,11.9,4.8e-05,587.1,100.0,2.4e-05,True
agent-0777,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.44,11.9,0.000569,686.7,100.0,0.000285,True
agent-0778,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.85,11.9,0.000624,640.6,100.0,0.000312,True
agent-0779,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.08,11.9,0.000526,700.7,100.0,0.000263,True
agent-0780,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.84,11.9,0.00062,795.3,100.0,0.00031,True
agent-0781,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.71,11.9,0.001407,698.3,100.0,0.000703,True
agent-0782,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.33,11.9,0.000496,741.6,100.0,0.000248,True
agent-0783,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.11,11.9,5.3e-05,586.1,100.0,2.6e-05,True
agent-0784,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.53,11.9,0.0015,830.5,100.0,0.00075,True
agent-0785,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.62,11.9,5.9e-05,681.7,100.0,3e-05,True
agent-0786,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.27,12.0,5.1e-05,706.9,50.0,5.1e-05,False
agent-0787,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,5.82,14.28,0.000602,733.3,50.0,0.000602,True
agent-0788,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.77,11.9,0.000623,683.7,100.0,0.000312,True
agent-0789,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.17,11.9,5.2e-05,677.1,100.0,2.6e-05,True
agent-0790,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.7,11.9,0.000491,731.1,100.0,0.000246,True
agent-0791,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.75,11.9,0.000545,777.9,100.0,0.000272,True
agent-0792,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.53,11.9,0.000525,827.7,100.0,0.000262,True
agent-0793,anthropic/claude-haiku-4-5,Expressway Alpha,Standard,6.12,13.2,0.000537,629.8,50.0,0.000537,False
agent-0794,anthropic/claude-haiku-4-5,Mountain Pass Beta,Conserve,8.6,9.52,0.000508,723.5,50.0,0.000508,True
agent-0795,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.72,11.9,0.000585,736.8,100.0,0.000293,True
agent-0796,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.02,11.9,4.6e-05,625.5,100.0,2.3e-05,True
agent-0797,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.0,11.9,0.000562,686.9,100.0,0.000281,True
agent-0798,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.33,11.9,0.00165,745.8,100.0,0.000825,True
agent-0799,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.1,11.9,0.000595,738.7,100.0,0.000298,True
agent-0800,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.27,11.9,0.001461,801.6,100.0,0.000731,True
agent-0801,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.42,14.28,5.8e-05,586.3,50.0,5.8e-05,True
agent-0802,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.59,11.9,0.001758,787.0,100.0,0.000879,True
agent-0803,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.45,11.9,0.001734,777.9,100.0,0.000867,True
agent-0804,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.47,11.9,0.001509,726.0,100.0,0.000754,True
agent-0805,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.62,11.9,0.000576,745.5,100.0,0.000288,True
agent-0806,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.75,11.9,0.001584,823.9,100.0,0.000792,True
agent-0807,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.54,11.9,0.001803,725.5,100.0,0.000901,True
agent-0808,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.0,11.9,0.000582,794.0,100.0,0.000291,True
agent-0809,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.7,11.9,0.001605,741.8,100.0,0.000803,True
agent-0810,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.7,11.9,0.00061,675.4,100.0,0.000305,True
agent-0811,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.49,11.9,0.001791,790.8,100.0,0.000896,True
agent-0812,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.1,11.9,0.001866,876.7,100.0,0.000933,True
agent-0813,anthropic/claude-haiku-4-5,Metro Transit Grid Delta,Standard,8.6,14.56,0.000527,797.3,50.0,0.000527,False
agent-0814,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.15,11.9,0.000508,690.7,100.0,0.000254,True
agent-0815,anthropic/claude-haiku-4-5,Valley Highway Gamma,Standard,6.0,12.0,0.000552,753.8,50.0,0.000552,False
agent-0816,anthropic/claude-haiku-4-5,Mountain Pass Beta,Conserve,8.59,9.52,0.000591,711.8,50.0,0.000591,True
agent-0817,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.01,11.9,5.6e-05,742.4,100.0,2.8e-05,True
agent-0818,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.58,11.9,5.6e-05,734.2,100.0,2.8e-05,True
agent-0819,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.07,11.9,0.000636,720.5,100.0,0.000318,True
agent-0820,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.17,11.9,0.000519,730.6,100.0,0.000259,True
agent-0821,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.39,11.9,0.000603,659.6,100.0,0.000302,True
agent-0822,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.35,11.9,0.000597,740.8,100.0,0.000298,True
agent-0823,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.02,11.9,0.00055,694.0,100.0,0.000275,True
agent-0824,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.79,11.9,0.000532,744.0,100.0,0.000266,True
agent-0825,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.31,11.9,0.000533,721.4,100.0,0.000267,True
agent-0826,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.08,11.9,0.00168,721.8,100.0,0.00084,True
agent-0827,google/gemini-2.0-flash,Metro Transit Grid Delta,Standard,7.17,14.56,5.5e-05,548.2,50.0,5.5e-05,False
agent-0828,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.85,11.9,0.001737,849.2,100.0,0.000869,True
agent-0829,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.64,11.9,0.00055,720.6,100.0,0.000275,True
agent-0830,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.23,14.28,5.2e-05,654.2,50.0,5.2e-05,True
agent-0831,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.5,11.9,5.6e-05,654.3,100.0,2.8e-05,True
agent-0832,anthropic/claude-haiku-4-5,Expressway Alpha,Standard,6.18,13.2,0.0006,773.9,50.0,0.0006,False
agent-0833,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.41,11.9,0.001737,878.4,100.0,0.000868,True
agent-0834,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.88,11.9,0.00189,709.1,100.0,0.000945,True
agent-0835,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.45,11.9,0.001644,762.0,100.0,0.000822,True
agent-0836,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,6.77,11.9,0.000565,783.9,100.0,0.000282,True
agent-0837,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.21,12.0,5.5e-05,664.6,50.0,5.5e-05,False
agent-0838,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.23,11.9,0.000526,794.0,100.0,0.000263,True
agent-0839,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.23,11.9,0.001665,733.9,100.0,0.000833,True
agent-0840,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.4,11.9,0.001656,884.9,100.0,0.000828,True
agent-0841,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.54,11.9,0.001836,891.0,100.0,0.000918,True
agent-0842,anthropic/claude-haiku-4-5,Mountain Pass Beta,Push,5.62,14.28,0.00052,749.1,50.0,0.00052,True
agent-0843,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.33,11.9,0.001665,846.7,100.0,0.000833,True
agent-0844,google/gemini-2.0-flash,Mountain Pass Beta,Push,5.29,14.28,5.6e-05,705.3,50.0,5.6e-05,True
agent-0845,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.4,11.9,6.1e-05,626.7,100.0,3e-05,True
agent-0846,google/gemini-2.0-flash,Valley Highway Gamma,Standard,5.22,12.0,5.9e-05,666.5,50.0,5.9e-05,False
agent-0847,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.12,11.9,0.000476,622.1,100.0,0.000238,True
agent-0848,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,8.44,11.9,0.001455,896.4,100.0,0.000728,True
agent-0849,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.3,11.9,0.000628,666.4,100.0,0.000314,True
agent-0850,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.9,11.9,0.001716,793.1,100.0,0.000858,True
agent-0851,anthropic/claude-sonnet-5,Mountain Pass Beta,Standard,7.83,11.9,0.001629,882.2,100.0,0.000814,True
agent-0852,anthropic/claude-haiku-4-5,Mountain Pass Beta,Standard,7.02,11.9,0.000536,734.2,100.0,0.000268,True
agent-0853,anthropic/claude-haiku-4-5,Valley Highway Gamma,Standard,5.77,12.0,0.000547,713.7,50.0,0.000547,False
agent-0854,google/gemini-2.0-flash,Mountain Pass Beta,Standard,6.44,11.9,5.8e-05,642.8,100.0,2.9e-05,True
